RMS_X,RMS_Y,RMS_Z,Band_Power_Z_Low,Band_Power_Z_Mid,Band_Power_Z_High,label
0.011495616,0.011185872,0.074213785,2.63E-07,1.76E-06,0.000907215,healthy
0.012220909,0.011323844,0.075195822,2.92E-07,1.90E-06,0.000941588,healthy
0.012170755,0.011070847,0.075408244,4.45E-07,3.04E-06,0.000946794,healthy
0.012244144,0.011238704,0.075321618,1.84E-06,8.44E-06,0.000935582,healthy
0.011974003,0.011111909,0.075681427,2.91E-07,2.77E-06,0.000947932,healthy
0.011865723,0.011148818,0.074718485,5.00E-07,2.76E-06,0.000930565,healthy
0.011851023,0.011124008,0.074087648,4.58E-07,1.16E-06,0.000914578,healthy
0.011865852,0.011268866,0.075597952,6.11E-07,1.74E-06,0.000961026,healthy
0.011945374,0.011400302,0.076998102,5.55E-07,2.74E-06,0.000996473,healthy
0.012045575,0.011569988,0.076928084,2.11E-06,4.61E-06,0.000974139,healthy
0.011836047,0.011249664,0.076469916,3.43E-07,2.76E-06,0.001007568,healthy
0.011769753,0.01087865,0.073630494,3.22E-07,3.27E-06,0.000918833,healthy
0.011766971,0.010835699,0.072487384,4.47E-07,1.35E-06,0.000848025,healthy
0.011838796,0.010886691,0.070385381,3.59E-07,7.30E-07,0.000790655,healthy
0.0115689,0.011277682,0.070618861,2.20E-07,1.39E-06,0.000794319,healthy
0.011438982,0.011182115,0.070983509,3.37E-07,9.75E-07,0.000803628,healthy
0.011479671,0.010805876,0.070920003,3.13E-07,9.93E-07,0.000811614,healthy
0.011805184,0.011073919,0.071764968,2.04E-06,8.82E-06,0.000793991,healthy
0.011926263,0.011365497,0.073088193,3.66E-07,8.93E-07,0.000891096,healthy
0.011673831,0.011346819,0.07381251,5.21E-07,1.55E-06,0.000877461,healthy
0.011514695,0.011076807,0.071951904,3.98E-07,1.25E-06,0.000845188,healthy
0.011298483,0.010907689,0.069177688,4.51E-07,8.98E-07,0.000779086,healthy
0.010989534,0.010736866,0.065899316,4.49E-07,1.17E-06,0.000669925,healthy
0.011005035,0.010773158,0.062728601,2.32E-07,7.91E-07,0.000617167,healthy
0.010888178,0.010800512,0.059933425,3.53E-07,9.41E-07,0.000556531,healthy
0.011147628,0.011050325,0.059168992,1.04E-06,2.33E-06,0.000381483,healthy
0.010704873,0.010806973,0.058488186,2.57E-07,1.09E-06,0.000279541,healthy
0.010936454,0.010997187,0.059774312,3.42E-07,8.43E-07,0.000272598,healthy
