frequency_hz,magnitude,label
0.0,0.00035313373043653075,healthy
0.78125,0.0016968498228428542,healthy
1.5625,0.0014727593419187443,healthy
2.34375,0.0008866926463154442,healthy
3.125,0.0022264456022605275,healthy
3.90625,0.0034569764626241795,healthy
4.6875,0.0036036281250420112,healthy
5.46875,0.0016873960717587125,healthy
6.25,0.0018870210429620259,healthy
7.03125,0.001688493392468651,healthy
7.8125,0.0018103450586285292,healthy
8.59375,0.0029126326425692782,healthy
9.375,0.005064811702054658,healthy
10.15625,0.00533936234803948,healthy
10.9375,0.0035286249673386018,healthy
11.71875,0.002901600540113641,healthy
12.5,0.0029290670944356,healthy
13.28125,0.0025558007309371866,healthy
14.0625,0.004538350148788999,healthy
14.84375,0.002825532098284857,healthy
15.625,0.002980973964975572,healthy
16.40625,0.0027970237417999514,healthy
17.1875,0.0007396910607223577,healthy
17.96875,0.002215742655384753,healthy
18.75,0.0014003582787778313,healthy
19.53125,0.001394193926131671,healthy
20.3125,0.00293393081316689,healthy
21.09375,0.0014258511554670087,healthy
21.875,0.0025317924548212915,healthy
22.65625,0.0033857210434841646,healthy
23.4375,0.0020369868275452846,healthy
24.21875,0.002046715142496884,healthy
25.0,0.0023754488606091808,healthy
25.78125,0.00296171724810823,healthy
26.5625,0.0014574504308603638,healthy
27.34375,0.003914141300234406,healthy
28.125,0.006558240530584329,healthy
28.90625,0.005945974895657718,healthy
29.6875,0.003399819475173971,healthy
30.46875,0.0024367919965726146,healthy
31.25,0.0029400882369592317,healthy
32.03125,0.00397101493158082,healthy
32.8125,0.004256321053135081,healthy
33.59375,0.0017619409799178574,healthy
34.375,0.001703200413169867,healthy
35.15625,0.0020404028429301317,healthy
35.9375,0.0024231154189748336,healthy
36.71875,0.0038193714813471334,healthy
37.5,0.003395239218720592,healthy
38.28125,0.00035175108497104217,healthy
39.0625,0.0022319064996965325,healthy
39.84375,0.0028334152368493944,healthy
40.625,0.0023633853852347694,healthy
41.40625,0.0036577624951797494,healthy
42.1875,0.0009520442213201071,healthy
42.96875,0.001903837368941806,healthy
43.75,0.0022709611002749972,healthy
44.53125,0.0032298295625955444,healthy
45.3125,0.007331769607257826,healthy
46.09375,0.00587735679463016,healthy
46.875,0.0041042612262172555,healthy
47.65625,0.0036200427779553277,healthy
48.4375,0.004354402062223522,healthy
49.21875,0.0032111402677297857,healthy
50.0,0.000561115310737418,healthy
50.78125,0.005164318929955602,healthy
51.5625,0.013710596553328666,healthy
52.34375,0.01285360761751976,healthy
53.125,0.004362920962791995,healthy
53.90625,0.001361172632802156,healthy
54.6875,0.0007138629475609237,healthy
55.46875,0.0020635923878243876,healthy
56.25,0.0007725476864322039,healthy
57.03125,0.0033300423433201515,healthy
57.8125,0.003500438861964896,healthy
58.59375,0.0009057183677820414,healthy
59.375,0.0021497370107546464,healthy
60.15625,0.0027385327662614607,healthy
60.9375,0.0011090686730833917,healthy
61.71875,0.0005104679265933488,healthy
62.5,0.002895058091964706,healthy
63.28125,0.0043792039119333334,healthy
64.0625,0.0036986630628752866,healthy
64.84375,0.0033476296735173348,healthy
65.625,0.002985430826226449,healthy
66.40625,0.0035203907216787796,healthy
67.1875,0.0029036327542085135,healthy
67.96875,0.0017605306445521982,healthy
68.75,0.003839849466043811,healthy
69.53125,0.003262439752880177,healthy
70.3125,0.003842795665339294,healthy
71.09375,0.004448074474789028,healthy
71.875,0.004503039964065552,healthy
72.65625,0.0023156281906456166,healthy
73.4375,0.003390380263281786,healthy
74.21875,0.0020293997043405636,healthy
75.0,0.002873616621137237,healthy
75.78125,0.0032718047008030724,healthy
76.5625,0.0034467227143487504,healthy
77.34375,0.0031765931474231363,healthy
78.125,0.0032674850565062898,healthy
78.90625,0.0017732290195457956,healthy
79.6875,0.0007423145356452785,healthy
80.46875,0.0023798619364554965,healthy
81.25,0.0017883948565984486,healthy
82.03125,0.0017091457685359385,healthy
82.8125,0.0014412042837323447,healthy
83.59375,0.0041314320208652045,healthy
84.375,0.003338783549265011,healthy
85.15625,0.00031986896981082736,healthy
85.9375,0.0009402247106321001,healthy
86.71875,0.0004318418757481339,healthy
87.5,0.00038573047679342715,healthy
88.28125,0.0007666969520264246,healthy
89.0625,0.001129077380923748,healthy
89.84375,0.00404974363211745,healthy
90.625,0.0043225786548138825,healthy
91.40625,0.0020273078689438816,healthy
92.1875,0.003944215760734452,healthy
92.96875,0.0047890149907653615,healthy
93.75,0.0037664451357167198,healthy
94.53125,0.00203602405760543,healthy
95.3125,0.0030464381418694904,healthy
96.09375,0.0035668094376808137,healthy
96.875,0.002050652481196717,healthy
97.65625,5.240192352082333e-05,healthy
98.4375,0.0007820901830269177,healthy
99.21875,0.0029059667071470448,healthy
100.0,0.0030995863568484133,healthy
