frequency_hz,magnitude,label
0.0,0.0017083457588943952,healthy
0.78125,0.001063869976809652,healthy
1.5625,0.0011939737067309395,healthy
2.34375,0.002397332466862847,healthy
3.125,0.0012504403955548094,healthy
3.90625,0.0025652783816931036,healthy
4.6875,0.00304560580411282,healthy
5.46875,0.0029220082736715306,healthy
6.25,0.0021447509320563687,healthy
7.03125,0.0040660958973343314,healthy
7.8125,0.0034451065417837106,healthy
8.59375,0.004057138506516736,healthy
9.375,0.005127380508842994,healthy
10.15625,0.0024706394168127134,healthy
10.9375,0.0028492872804659008,healthy
11.71875,0.004446298219439597,healthy
12.5,0.0006350991498571995,healthy
13.28125,0.004373811907266208,healthy
14.0625,0.004298157073365418,healthy
14.84375,0.004253209932487774,healthy
15.625,0.004301023278144171,healthy
16.40625,0.0026725037462415023,healthy
17.1875,0.0023486586845560143,healthy
17.96875,0.0020396514082222403,healthy
18.75,0.0022025532809424623,healthy
19.53125,0.0018276371757549174,healthy
20.3125,0.002016123673342955,healthy
21.09375,0.001010728955409531,healthy
21.875,0.0035377989503704915,healthy
22.65625,0.0024283563001823503,healthy
23.4375,0.003458970117496136,healthy
24.21875,0.00391635743822647,healthy
25.0,0.002651242010788777,healthy
25.78125,0.0017348038548262745,healthy
26.5625,0.0012482426404756925,healthy
27.34375,0.0006826357078548354,healthy
28.125,0.0003870673207041652,healthy
28.90625,0.0013239072072248454,healthy
29.6875,0.001120664361406808,healthy
30.46875,0.002163532168720447,healthy
31.25,0.0035850053501146045,healthy
32.03125,0.003557479595909721,healthy
32.8125,0.0028476808640711844,healthy
33.59375,0.0005915858856264247,healthy
34.375,0.0011075763113143461,healthy
35.15625,0.0013583298118861353,healthy
35.9375,0.0005962904419248406,healthy
36.71875,0.0011130632634490122,healthy
37.5,0.003014071145609655,healthy
38.28125,0.0029159993280332055,healthy
39.0625,0.002625172376491039,healthy
39.84375,0.00017291961464493375,healthy
40.625,0.0015002868866042978,healthy
41.40625,0.0033349316235610203,healthy
42.1875,0.0028089381354929814,healthy
42.96875,0.002088434152301431,healthy
43.75,0.003208499470937003,healthy
44.53125,0.005730783549163299,healthy
45.3125,0.004577621533448783,healthy
46.09375,0.0008505627790020526,healthy
46.875,0.0032414204926011513,healthy
47.65625,0.0034127774755690326,healthy
48.4375,0.0034987801291644187,healthy
49.21875,0.0011168430510837043,healthy
50.0,0.00200649974092016,healthy
50.78125,0.0027772385803456184,healthy
51.5625,0.010409992266728804,healthy
52.34375,0.013511050201322854,healthy
53.125,0.004607515236345455,healthy
53.90625,0.004187246942459567,healthy
54.6875,0.003909924740731106,healthy
55.46875,0.0025970585544776944,healthy
56.25,0.002774191547015681,healthy
57.03125,0.004152870155182964,healthy
57.8125,0.0030373622770569868,healthy
58.59375,0.0004044261224189589,healthy
59.375,0.0027991006425785014,healthy
60.15625,0.0035615009227324746,healthy
60.9375,0.0015018053117605667,healthy
61.71875,0.001372148776516073,healthy
62.5,0.002059770519528131,healthy
63.28125,0.00396649155047661,healthy
64.0625,0.004620807758816285,healthy
64.84375,0.0014724140614749766,healthy
65.625,0.0014675219060148,healthy
66.40625,0.001902536564209412,healthy
67.1875,0.003456912634991566,healthy
67.96875,0.00419197078720315,healthy
68.75,0.004541837313933734,healthy
69.53125,0.004097144166089573,healthy
70.3125,0.005117105344164834,healthy
71.09375,0.006611430287610331,healthy
71.875,0.0040801640550398935,healthy
72.65625,0.0014543533401784568,healthy
73.4375,0.001338771441169709,healthy
74.21875,0.0024191004650147797,healthy
75.0,0.004169682923628296,healthy
75.78125,0.0026622766573901136,healthy
76.5625,0.0007169774163346873,healthy
77.34375,0.0009634217154958579,healthy
78.125,0.0028969820250423486,healthy
78.90625,0.0022358905288126156,healthy
79.6875,0.001156295651598314,healthy
80.46875,0.0011191726689728468,healthy
81.25,0.00242475344306678,healthy
82.03125,0.003128361625271212,healthy
82.8125,0.003410922573037072,healthy
83.59375,0.00016119773214196182,healthy
84.375,0.003595784007073238,healthy
85.15625,0.003084949314626888,healthy
85.9375,0.0005131958510041453,healthy
86.71875,0.0020776125404762796,healthy
87.5,0.0018493499006534764,healthy
88.28125,0.0004731586953405973,healthy
89.0625,0.0010084107442299348,healthy
89.84375,0.003830594610072834,healthy
90.625,0.006744804382911288,healthy
91.40625,0.005791388638992544,healthy
92.1875,0.003797013846754061,healthy
92.96875,0.002215061619735224,healthy
93.75,0.0026570630676247555,healthy
94.53125,0.004075219394476285,healthy
95.3125,0.0018175003100935768,healthy
96.09375,0.004096163067074573,healthy
96.875,0.0004416002803002651,healthy
97.65625,0.0029680590536947794,healthy
98.4375,0.0025506105903558376,healthy
99.21875,0.0005154703823670633,healthy
100.0,0.0029728713833989057,healthy
