frequency_hz,magnitude,label
0.0,0.0029853424223699656,healthy
0.78125,0.0028767195302317754,healthy
1.5625,0.0031639593717022714,healthy
2.34375,0.002652523729142347,healthy
3.125,0.0017789593194020455,healthy
3.90625,0.003177293562542314,healthy
4.6875,0.002399195869574847,healthy
5.46875,0.0028464370607617323,healthy
6.25,0.0031596430153349817,healthy
7.03125,0.0008022623781544684,healthy
7.8125,0.0020356594231084072,healthy
8.59375,0.002162784242763276,healthy
9.375,0.002870688268763453,healthy
10.15625,0.004983398387502788,healthy
10.9375,0.006613961557058031,healthy
11.71875,0.0053711740378369665,healthy
12.5,0.0029034183424746477,healthy
13.28125,0.0012951182195300624,healthy
14.0625,0.0004465141989546261,healthy
14.84375,0.004946107374844918,healthy
15.625,0.004747112590611886,healthy
16.40625,0.003182948991363785,healthy
17.1875,0.00392238780591567,healthy
17.96875,0.0032036497473474372,healthy
18.75,0.002784768903401659,healthy
19.53125,0.0038365315717633665,healthy
20.3125,0.0026799082730533433,healthy
21.09375,0.002822609901786377,healthy
21.875,0.0039020976379896366,healthy
22.65625,0.0036132648547920936,healthy
23.4375,0.0029787419124666734,healthy
24.21875,0.002378021422822042,healthy
25.0,0.003074648163394307,healthy
25.78125,0.0033788931005722792,healthy
26.5625,0.001655727985557226,healthy
27.34375,0.0004971462468042274,healthy
28.125,0.002297195233672082,healthy
28.90625,0.0032350314939498656,healthy
29.6875,0.002709575782295538,healthy
30.46875,0.002812518674066291,healthy
31.25,0.004296092014629876,healthy
32.03125,0.004581434405413413,healthy
32.8125,0.0004160468109239903,healthy
33.59375,0.0027568186730621965,healthy
34.375,0.001168360040220034,healthy
35.15625,0.0014370738958660928,healthy
35.9375,0.004108680605234951,healthy
36.71875,0.005409995173700211,healthy
37.5,0.00374522106781505,healthy
38.28125,0.0035822066284452838,healthy
39.0625,0.0027101366146951356,healthy
39.84375,0.0028459723328044025,healthy
40.625,0.002801324455866782,healthy
41.40625,0.002199135735004748,healthy
42.1875,0.002725431411389356,healthy
42.96875,0.001266832155176469,healthy
43.75,0.0027825284007541697,healthy
44.53125,0.0038281654566575058,healthy
45.3125,0.004917683073816652,healthy
46.09375,0.005254211084367715,healthy
46.875,0.0015420047694444713,healthy
47.65625,0.0018238341558611043,healthy
48.4375,0.001758064361780238,healthy
49.21875,2.6982113173850632e-05,healthy
50.0,0.0018236586305592723,healthy
50.78125,0.0020345574406198086,healthy
51.5625,0.01043902988954255,healthy
52.34375,0.01231182287089886,healthy
53.125,0.0035970340897748107,healthy
53.90625,0.002853802875605303,healthy
54.6875,0.0029852498010202585,healthy
55.46875,0.0014075552173176593,healthy
56.25,0.002649167924772746,healthy
57.03125,0.0010411143502759928,healthy
57.8125,0.0020978569767420587,healthy
58.59375,0.004809303736911685,healthy
59.375,0.004724783405827283,healthy
60.15625,0.0025536263342369604,healthy
60.9375,0.0009239052418740356,healthy
61.71875,0.0024376444266077874,healthy
62.5,0.003938935791898675,healthy
63.28125,0.003776461792385674,healthy
64.0625,0.0027774049637211535,healthy
64.84375,0.003427186185377923,healthy
65.625,0.0012959319743756068,healthy
66.40625,0.0026467485867243397,healthy
67.1875,0.004547825397907794,healthy
67.96875,0.005997655918777552,healthy
68.75,0.003904799509444627,healthy
69.53125,0.0027579991829836,healthy
70.3125,0.0020711985429728913,healthy
71.09375,0.00211000969814367,healthy
71.875,0.001921366650818398,healthy
72.65625,0.0032698970506242655,healthy
73.4375,0.006797811697023106,healthy
74.21875,0.005598043029986789,healthy
75.0,0.004451751747310506,healthy
75.78125,0.004554556220595092,healthy
76.5625,0.006188109462685081,healthy
77.34375,0.003641905806088536,healthy
78.125,0.0009858436826320398,healthy
78.90625,0.0019667605000689196,healthy
79.6875,0.0019933800233532533,healthy
80.46875,0.0024254953281946,healthy
81.25,0.0011241633125548816,healthy
82.03125,0.002995155181614619,healthy
82.8125,0.003176879164047224,healthy
83.59375,0.0025083452531871426,healthy
84.375,0.00129319899438513,healthy
85.15625,0.00477349391575878,healthy
85.9375,0.004600018529843855,healthy
86.71875,0.0022274501651783703,healthy
87.5,0.0038650916763309333,healthy
88.28125,0.006402390105001502,healthy
89.0625,0.006277047958270607,healthy
89.84375,0.0032828856673631957,healthy
90.625,0.0019565083137180013,healthy
91.40625,0.001988107125455228,healthy
92.1875,0.005086531334692308,healthy
92.96875,0.004942251335049654,healthy
93.75,0.004106806983381333,healthy
94.53125,0.004289491136118271,healthy
95.3125,0.002122166636631852,healthy
96.09375,0.0016741640353150054,healthy
96.875,0.003489340358660735,healthy
97.65625,0.0024919718177676955,healthy
98.4375,0.0012586336809180731,healthy
99.21875,0.0008878389304333113,healthy
100.0,0.0008140518264759462,healthy
