frequency_hz,magnitude,label
0.0,0.002635633193576424,healthy
0.78125,0.002886846444760069,healthy
1.5625,0.0035728519472130026,healthy
2.34375,0.004868787377877006,healthy
3.125,0.005374768309860339,healthy
3.90625,0.004667512506124268,healthy
4.6875,0.003913308992957084,healthy
5.46875,0.0028124322838599873,healthy
6.25,0.0014298389265136155,healthy
7.03125,0.0015476046876661614,healthy
7.8125,0.0007097419040920771,healthy
8.59375,0.001088251780934675,healthy
9.375,0.00048033229118878525,healthy
10.15625,0.0020497603015362494,healthy
10.9375,0.0016260908687291988,healthy
11.71875,0.001669702554908953,healthy
12.5,0.0021143453843790773,healthy
13.28125,0.0020267964461435253,healthy
14.0625,0.0009149883343719329,healthy
14.84375,0.003321952861754193,healthy
15.625,0.0022732315794442063,healthy
16.40625,0.004175865950916472,healthy
17.1875,0.0018167858719271008,healthy
17.96875,0.0028431701185036053,healthy
18.75,0.0029293117379036496,healthy
19.53125,0.006014001522573779,healthy
20.3125,0.006909545383647959,healthy
21.09375,0.003354213143184149,healthy
21.875,0.006624860590096071,healthy
22.65625,0.005249831527751124,healthy
23.4375,0.0015727999887334633,healthy
24.21875,0.003909009846833794,healthy
25.0,0.0014227950549139837,healthy
25.78125,0.000798443177959027,healthy
26.5625,0.0024117041590816382,healthy
27.34375,0.003838977425150663,healthy
28.125,0.0017707597582077743,healthy
28.90625,0.001115120291646919,healthy
29.6875,0.0018864188374921374,healthy
30.46875,0.0003727691588108572,healthy
31.25,0.0028820631001234207,healthy
32.03125,0.004064695377977295,healthy
32.8125,0.0028894113414352457,healthy
33.59375,0.0018095236166645275,healthy
34.375,0.004792044329361094,healthy
35.15625,0.004653326918991179,healthy
35.9375,0.003137737851939393,healthy
36.71875,0.0014157628314633748,healthy
37.5,0.004560959872238267,healthy
38.28125,0.005161586597655622,healthy
39.0625,0.0038238474476498634,healthy
39.84375,0.004865240708415996,healthy
40.625,0.003931224735016034,healthy
41.40625,0.0030509074607067387,healthy
42.1875,0.0026866774653820516,healthy
42.96875,0.0018802875235270108,healthy
43.75,0.0027016268958241687,healthy
44.53125,0.005173969044982365,healthy
45.3125,0.0013622786586459186,healthy
46.09375,0.004303471396138471,healthy
46.875,0.0028555704645304393,healthy
47.65625,0.0006321179465876654,healthy
48.4375,0.000821409350099692,healthy
49.21875,0.001993139294429707,healthy
50.0,0.0029787062363539653,healthy
50.78125,0.0029812909219008336,healthy
51.5625,0.013079619420769474,healthy
52.34375,0.011972437756874378,healthy
53.125,0.0029419215426209427,healthy
53.90625,0.00019079444777716915,healthy
54.6875,0.002113370977995033,healthy
55.46875,0.001271492885785507,healthy
56.25,0.0007340128844127976,healthy
57.03125,0.001334631464675577,healthy
57.8125,0.00040520361216835185,healthy
58.59375,0.0011735136144963687,healthy
59.375,0.001213255520306064,healthy
60.15625,0.001495957147810674,healthy
60.9375,0.0020793009176278375,healthy
61.71875,0.0013295256731242534,healthy
62.5,0.001967275764198919,healthy
63.28125,0.0033421146300995465,healthy
64.0625,0.0037101716748645904,healthy
64.84375,0.001372716677249729,healthy
65.625,0.001938118320749371,healthy
66.40625,0.001116271291507445,healthy
67.1875,0.001772393395070268,healthy
67.96875,0.0043640183984520785,healthy
68.75,0.006165784615572385,healthy
69.53125,0.003958635742869569,healthy
70.3125,0.0034871845555775553,healthy
71.09375,0.004435730950755499,healthy
71.875,0.0033211681982182116,healthy
72.65625,0.0028476624399557927,healthy
73.4375,0.0006380640080707194,healthy
74.21875,0.004299374245605847,healthy
75.0,0.0020466681482988035,healthy
75.78125,0.003088558668359885,healthy
76.5625,0.0020769707719609804,healthy
77.34375,0.0012752526861478973,healthy
78.125,0.0018148095159522936,healthy
78.90625,0.0015866212703290281,healthy
79.6875,0.0036865937905308276,healthy
80.46875,0.004367940382348053,healthy
81.25,0.002211680344446635,healthy
82.03125,0.0007324833846443023,healthy
82.8125,0.0006162691155922518,healthy
83.59375,0.0011787485452228147,healthy
84.375,0.0012645300265518747,healthy
85.15625,0.0009792496374171867,healthy
85.9375,0.0006796465636256002,healthy
86.71875,0.001369730383006389,healthy
87.5,0.0032827873976384826,healthy
88.28125,0.0031848574659082266,healthy
89.0625,0.0013437317349975185,healthy
89.84375,0.0009546262551522293,healthy
90.625,0.0012559907945685447,healthy
91.40625,0.0009422013562635086,healthy
92.1875,0.0031910885665762216,healthy
92.96875,0.003859288191462244,healthy
93.75,0.0028106928398052497,healthy
94.53125,0.0028130655810864494,healthy
95.3125,0.0021478958740836188,healthy
96.09375,0.0034192383346189365,healthy
96.875,0.0010223552482209787,healthy
97.65625,0.00039723734397111927,healthy
98.4375,0.002683349618239575,healthy
99.21875,0.0026726564577079447,healthy
100.0,0.0008673292094689853,healthy
