frequency_hz,magnitude,label
0.0,6.902902747987034e-05,healthy
0.78125,0.0010679945005715949,healthy
1.5625,0.0019860642019279198,healthy
2.34375,0.0007339780681213795,healthy
3.125,0.0023943367995813763,healthy
3.90625,0.002752911912552771,healthy
4.6875,0.0011831245168574432,healthy
5.46875,0.0023156475660264164,healthy
6.25,0.002773489187273585,healthy
7.03125,0.001095975303009846,healthy
7.8125,0.0017151848149621841,healthy
8.59375,0.0017319346939049212,healthy
9.375,0.0016692369218916107,healthy
10.15625,0.0027517319296508896,healthy
10.9375,0.0037487561738144297,healthy
11.71875,0.005028548951711241,healthy
12.5,0.001786452908139706,healthy
13.28125,0.004794655531451475,healthy
14.0625,0.0032358026505780154,healthy
14.84375,0.004425910152390732,healthy
15.625,0.004307946345910314,healthy
16.40625,0.0020038439926839203,healthy
17.1875,0.0036518477230335308,healthy
17.96875,0.004619683276293815,healthy
18.75,0.003204582909227005,healthy
19.53125,0.0022744946497753682,healthy
20.3125,0.0018305313668607387,healthy
21.09375,0.0017885676185865518,healthy
21.875,0.004508846011991221,healthy
22.65625,0.0038615875862982956,healthy
23.4375,0.002884125384976269,healthy
24.21875,0.0024796127092225006,healthy
25.0,0.0009908968563547287,healthy
25.78125,0.0015469937153246595,healthy
26.5625,0.0015909634794382095,healthy
27.34375,0.004040353607589526,healthy
28.125,0.0032972244585315596,healthy
28.90625,0.0028871502980973374,healthy
29.6875,0.0010056441779999743,healthy
30.46875,0.0015288327121091051,healthy
31.25,0.0023029022748050332,healthy
32.03125,0.003878442441397122,healthy
32.8125,0.0016170961915549825,healthy
33.59375,0.0009404895714204659,healthy
34.375,0.0004261039268185217,healthy
35.15625,0.00043171287371080374,healthy
35.9375,0.000991417831482246,healthy
36.71875,0.0026569389480370032,healthy
37.5,0.0017099380907309133,healthy
38.28125,0.0010355716747896925,healthy
39.0625,0.0021005133987585366,healthy
39.84375,0.0033496564765707415,healthy
40.625,0.0009706975163309038,healthy
41.40625,0.0015906229296130223,healthy
42.1875,0.004224918492749703,healthy
42.96875,0.0031570497466577177,healthy
43.75,0.0010183819608341651,healthy
44.53125,0.0006177312294264384,healthy
45.3125,0.0010011956137179192,healthy
46.09375,0.0023250461600595306,healthy
46.875,0.0012376614011429777,healthy
47.65625,0.0029097048202832,healthy
48.4375,0.004369355162969155,healthy
49.21875,0.003713951498144261,healthy
50.0,0.001878264796385092,healthy
50.78125,0.004647720320638251,healthy
51.5625,0.011566883372470922,healthy
52.34375,0.01447952021441703,healthy
53.125,0.006325482184497906,healthy
53.90625,0.002379713607251895,healthy
54.6875,0.005395369769856785,healthy
55.46875,0.004999354535482367,healthy
56.25,0.003178933206641995,healthy
57.03125,0.0022559071084183096,healthy
57.8125,0.0009107068929324725,healthy
58.59375,0.001124561787706037,healthy
59.375,0.002275863770670608,healthy
60.15625,0.0030640079477260245,healthy
60.9375,0.002278235868227794,healthy
61.71875,0.0025399118085653576,healthy
62.5,0.0008216860099532509,healthy
63.28125,0.004285866395450295,healthy
64.0625,0.002435387809013629,healthy
64.84375,0.00223443087838268,healthy
65.625,0.00027811810282841147,healthy
66.40625,0.002528666931902456,healthy
67.1875,0.0020035675880763805,healthy
67.96875,0.0014907026881261795,healthy
68.75,0.002603605044878208,healthy
69.53125,0.000260243953612685,healthy
70.3125,0.0019025790980251624,healthy
71.09375,0.002838224424338816,healthy
71.875,0.0018100150860467568,healthy
72.65625,0.0015351646891870472,healthy
73.4375,0.0007087738885621953,healthy
74.21875,0.0016163240743495054,healthy
75.0,0.0011326739755698788,healthy
75.78125,0.0022745169337306925,healthy
76.5625,0.0003751955800235207,healthy
77.34375,0.0011808140763439605,healthy
78.125,0.001222686004856438,healthy
78.90625,0.0038070436823025777,healthy
79.6875,0.004780537230552362,healthy
80.46875,0.004457339113434034,healthy
81.25,0.006743114216023784,healthy
82.03125,0.006676836427856314,healthy
82.8125,0.003688500687628741,healthy
83.59375,0.0021994511854873185,healthy
84.375,0.001443101469993631,healthy
85.15625,0.001269433558514555,healthy
85.9375,0.001833726413639181,healthy
86.71875,0.001586839458229334,healthy
87.5,0.0008241389909477545,healthy
88.28125,0.00450882829203388,healthy
89.0625,0.00418215547524593,healthy
89.84375,0.001032415884857518,healthy
90.625,0.001445125092500559,healthy
91.40625,0.0027557980654095726,healthy
92.1875,0.002363676559824594,healthy
92.96875,0.0009834827472179693,healthy
93.75,0.0014758266664991375,healthy
94.53125,0.004092231940195282,healthy
95.3125,0.0016136377638264604,healthy
96.09375,0.0019521353184192402,healthy
96.875,0.002982199777446131,healthy
97.65625,0.0038335280722134853,healthy
98.4375,0.00389031713369389,healthy
99.21875,0.0011251948434666372,healthy
100.0,0.0012256004610161596,healthy
