frequency_hz,magnitude,label
0.0,0.0008601917517257057,healthy
0.78125,0.0016331675873925814,healthy
1.5625,0.0009105364959993685,healthy
2.34375,0.0003458323563549024,healthy
3.125,0.003087830688972904,healthy
3.90625,0.0033116714401544857,healthy
4.6875,0.0012952968996714736,healthy
5.46875,0.0029556965665053538,healthy
6.25,0.002215357221623108,healthy
7.03125,0.0012266083601351805,healthy
7.8125,0.0014935371659334634,healthy
8.59375,0.0009661750460300054,healthy
9.375,0.0006184267275762068,healthy
10.15625,0.001558081132520713,healthy
10.9375,0.0022111806274458905,healthy
11.71875,0.0013403925056343056,healthy
12.5,0.0019769115889561356,healthy
13.28125,0.0042101709462172105,healthy
14.0625,0.003152872250826774,healthy
14.84375,0.0024840369108651466,healthy
15.625,0.003942218346192025,healthy
16.40625,0.0032477054298982407,healthy
17.1875,0.002659557700003158,healthy
17.96875,0.0028946188205260046,healthy
18.75,0.001624464676400303,healthy
19.53125,0.001384621710745823,healthy
20.3125,0.002387934109991598,healthy
21.09375,0.0012575571460001094,healthy
21.875,0.00045879653579580614,healthy
22.65625,0.0018776590365790745,healthy
23.4375,0.0033676594763084383,healthy
24.21875,0.0013052870318919566,healthy
25.0,0.0017121639144900846,healthy
25.78125,0.0035189416743480403,healthy
26.5625,0.0016085021176965861,healthy
27.34375,0.0016460914658210138,healthy
28.125,0.0018595740164738153,healthy
28.90625,0.0027564512318048345,healthy
29.6875,0.005014794278334014,healthy
30.46875,0.0020829142253120975,healthy
31.25,0.0014906248401158294,healthy
32.03125,0.00308536000359558,healthy
32.8125,0.0023315099431866627,healthy
33.59375,0.0011293788272161785,healthy
34.375,0.0015370555171951516,healthy
35.15625,0.004247403084940488,healthy
35.9375,0.0049304812848500875,healthy
36.71875,0.0010297230208298883,healthy
37.5,0.0017366286812042922,healthy
38.28125,0.0014756498722375137,healthy
39.0625,0.0030445520320843155,healthy
39.84375,0.004922523741626605,healthy
40.625,0.0032638222172298157,healthy
41.40625,0.0010604230679864732,healthy
42.1875,0.0022521452221842633,healthy
42.96875,0.002450941875693795,healthy
43.75,0.0029721746672390654,healthy
44.53125,0.00279172358214507,healthy
45.3125,0.0032016926775555823,healthy
46.09375,0.005899027648453821,healthy
46.875,0.0069513088095940305,healthy
47.65625,0.004424121590341611,healthy
48.4375,0.0029675825528532036,healthy
49.21875,0.004363045329118893,healthy
50.0,0.0023018360181014472,healthy
50.78125,0.004061114745145014,healthy
51.5625,0.01198813532440583,healthy
52.34375,0.010284109252388242,healthy
53.125,0.0023770850235066243,healthy
53.90625,0.002598435838522088,healthy
54.6875,0.003580964624406391,healthy
55.46875,0.0013706792057148732,healthy
56.25,0.0016365854757763663,healthy
57.03125,0.0030385529473993577,healthy
57.8125,0.002919286112509701,healthy
58.59375,0.0014441872525900517,healthy
59.375,0.0021704472850533445,healthy
60.15625,0.001876661935220085,healthy
60.9375,0.001990182761795039,healthy
61.71875,0.00391728030007321,healthy
62.5,0.0030364609153585927,healthy
63.28125,0.0029256720543718614,healthy
64.0625,0.005825057181180522,healthy
64.84375,0.005938864360296104,healthy
65.625,0.004012207219362426,healthy
66.40625,0.001494389360005157,healthy
67.1875,0.0017131977116011136,healthy
67.96875,0.0032243169385740367,healthy
68.75,0.0033101012517060494,healthy
69.53125,0.0012590626684924017,healthy
70.3125,0.0031898504525305236,healthy
71.09375,0.001956023749064468,healthy
71.875,0.0018971268156135989,healthy
72.65625,0.00145628819353377,healthy
73.4375,0.002020161210105555,healthy
74.21875,0.003467166372151228,healthy
75.0,0.0035365284787729017,healthy
75.78125,0.0033929381648346003,healthy
76.5625,0.0029584698173425396,healthy
77.34375,0.0008281553333940401,healthy
78.125,0.0006613159580845337,healthy
78.90625,0.001917511280632886,healthy
79.6875,0.003122378839434786,healthy
80.46875,0.0022029933956429766,healthy
81.25,0.004485652968243288,healthy
82.03125,0.0029359424856154493,healthy
82.8125,0.0011751993472666246,healthy
83.59375,0.0032623820539914193,healthy
84.375,0.003651469486258834,healthy
85.15625,0.0011895758201711081,healthy
85.9375,0.0021037738067680245,healthy
86.71875,0.002982506889491191,healthy
87.5,0.001897542423242559,healthy
88.28125,0.0015577739116780086,healthy
89.0625,0.001455048636371405,healthy
89.84375,0.003630453816181915,healthy
90.625,0.0027224605495884645,healthy
91.40625,0.001973658751606076,healthy
92.1875,0.006358501989402695,healthy
92.96875,0.004799042833999634,healthy
93.75,0.0030845860176426506,healthy
94.53125,0.0036362023625135607,healthy
95.3125,0.0015119497726362764,healthy
96.09375,0.004541707779476664,healthy
96.875,0.003736062173677252,healthy
97.65625,0.0009583657375745715,healthy
98.4375,0.002282325775394987,healthy
99.21875,0.001822724708479159,healthy
100.0,0.0014279577498176408,healthy
