RMS_X,RMS_Y,RMS_Z,Band_Power_Z_Low,Band_Power_Z_Mid,Band_Power_Z_High,label
0.24491723208301197,0.03090208388807324,0.11735307309438561,0.00014901825000976745,0.00040930025758741296,0.0019419152261550305,healthy
0.04006349046835618,0.00722498216239915,0.11646647297891481,0.00013950069080588277,0.00041067043795764397,0.001983368444315159,healthy
0.01696980521481467,0.0063142524766124294,0.10914062884545749,0.00011125428890692092,0.00038713264567244486,0.0016728825775327836,healthy
0.014877897068683248,0.007227367847109434,0.10785009934927926,0.00014554134717386418,0.0002737331002378273,0.0016631434385369532,healthy
0.016926091153689878,0.007426335197566138,0.11461130828227545,0.00020324733216740511,0.00027592863458387036,0.0018050572954175154,healthy
0.016411834756403464,0.006868205889151417,0.10994340997471298,0.00012005943415734892,0.00037976628686126903,0.0017401545043081194,healthy
0.016987947778172457,0.00630814124670099,0.12016834580719708,0.0002561288886056011,0.00041336234569551374,0.001785701598982197,healthy
0.016116345903916487,0.006839558845911486,0.11126895267789094,0.0001694999144753696,0.0003988980655592793,0.00181097948322163,healthy
0.015293638095435056,0.007896355990064382,0.11976152200485299,0.00040463507635736377,0.00029853721717390807,0.001416499844581853,healthy
0.01565711403088258,0.006664050651500828,0.09703280485694285,0.00013133315285252678,0.00030906145892614433,0.0013480836753295403,healthy
0.014878759981804362,0.006674956611327311,0.09456234987330668,9.950138185907863e-05,0.0002077427256209852,0.00145942028478815,healthy
0.014613507434134915,0.0068987056776035225,0.1005269322141641,0.00020163494228235632,0.00019531256879947207,0.0011672250664567275,healthy
0.014775400992324139,0.007167419329331681,0.0965310909226583,0.00022473094301497055,0.0002300908147978467,0.0013403239353957247,healthy
0.014222071340646403,0.007483101744059164,0.09606363430271266,0.0001234238144075969,0.000341638323605609,0.0013088738911800394,healthy
0.015501406891392223,0.006947623738587645,0.10443704006345177,0.00012923859292925636,0.0003358640233298717,0.0014711828443665369,healthy
0.01614627949961823,0.006692302619463536,0.11520063565409737,0.00023742716864751345,0.00037911149551416644,0.001837197370683806,healthy
0.016446313510063884,0.007665293721446236,0.12265050377488099,0.00029420526404647047,0.0003406913395217814,0.0018605772170703187,healthy
0.018362161321045307,0.00641463194579133,0.11406325918091076,0.00015563011680796713,0.0004052185373043682,0.0016580978569416425,healthy
0.01775578257646688,0.0068385937343792185,0.10827959502172234,0.00015341918518542718,0.0003618890239488749,0.0016452810480587353,healthy
0.016795835533718547,0.00705470190844523,0.10935357066915126,0.00015141596180946645,0.00030465934235483186,0.0017050903094625223,healthy
